Freq.	V(out)
1.57761126969933e+000	(-2.56029417854177e+001dB,8.69818063940678e+001°)
1.58124803927037e+000	(-2.55829969600081e+001dB,8.69749117325774e+001°)
1.58489319246110e+000	(-2.55630523885603e+001dB,8.69680011500533e+001°)
1.58854674859776e+000	(-2.55431080722401e+001dB,8.69610746106694e+001°)
1.59220872705115e+000	(-2.55231640122187e+001dB,8.69541320785205e+001°)
1.59587914723672e+000	(-2.55032202096724e+001dB,8.69471735176222e+001°)
1.59955802861465e+000	(-2.54832766657830e+001dB,8.69401988919108e+001°)
1.60324539069002e+000	(-2.54633333817377e+001dB,8.69332081652433e+001°)
1.60694125301286e+000	(-2.54433903587291e+001dB,8.69262013013969e+001°)
1.61064563517825e+000	(-2.54234475979552e+001dB,8.69191782640692e+001°)
1.61435855682647e+000	(-2.54035051006196e+001dB,8.69121390168778e+001°)
1.61808003764305e+000	(-2.53835628679312e+001dB,8.69050835233603e+001°)
1.62181009735891e+000	(-2.53636209011045e+001dB,8.68980117469740e+001°)
1.62554875575047e+000	(-2.53436792013597e+001dB,8.68909236510958e+001°)
1.62929603263970e+000	(-2.53237377699223e+001dB,8.68838191990222e+001°)
1.63305194789432e+000	(-2.53037966080235e+001dB,8.68766983539691e+001°)
1.63681652142779e+000	(-2.52838557169001e+001dB,8.68695610790712e+001°)
1.64058977319952e+000	(-2.52639150977947e+001dB,8.68624073373827e+001°)
1.64437172321491e+000	(-2.52439747519554e+001dB,8.68552370918762e+001°)
1.64816239152549e+000	(-2.52240346806359e+001dB,8.68480503054433e+001°)
1.65196179822900e+000	(-2.52040948850959e+001dB,8.68408469408942e+001°)
1.65576996346951e+000	(-2.51841553666006e+001dB,8.68336269609572e+001°)
1.65958690743754e+000	(-2.51642161264210e+001dB,8.68263903282792e+001°)
1.66341265037015e+000	(-2.51442771658341e+001dB,8.68191370054249e+001°)
1.66724721255104e+000	(-2.51243384861224e+001dB,8.68118669548770e+001°)
1.67109061431069e+000	(-2.51044000885746e+001dB,8.68045801390362e+001°)
1.67494287602642e+000	(-2.50844619744850e+001dB,8.67972765202205e+001°)
1.67880401812254e+000	(-2.50645241451539e+001dB,8.67899560606657e+001°)
1.68267406107045e+000	(-2.50445866018875e+001dB,8.67826187225246e+001°)
1.68655302538872e+000	(-2.50246493459980e+001dB,8.67752644678673e+001°)
1.69044093164324e+000	(-2.50047123788036e+001dB,8.67678932586811e+001°)
1.69433780044731e+000	(-2.49847757016284e+001dB,8.67605050568698e+001°)
1.69824365246172e+000	(-2.49648393158027e+001dB,8.67530998242540e+001°)
1.70215850839493e+000	(-2.49449032226626e+001dB,8.67456775225711e+001°)
1.70608238900310e+000	(-2.49249674235505e+001dB,8.67382381134745e+001°)
1.71001531509027e+000	(-2.49050319198150e+001dB,8.67307815585341e+001°)
1.71395730750840e+000	(-2.48850967128105e+001dB,8.67233078192358e+001°)
1.71790838715757e+000	(-2.48651618038980e+001dB,8.67158168569812e+001°)
1.72186857498599e+000	(-2.48452271944443e+001dB,8.67083086330881e+001°)
1.72583789199018e+000	(-2.48252928858226e+001dB,8.67007831087894e+001°)
1.72981635921508e+000	(-2.48053588794125e+001dB,8.66932402452338e+001°)
1.73380399775412e+000	(-2.47854251765997e+001dB,8.66856800034852e+001°)
1.73780082874935e+000	(-2.47654917787762e+001dB,8.66781023445226e+001°)
1.74180687339159e+000	(-2.47455586873405e+001dB,8.66705072292399e+001°)
1.74582215292048e+000	(-2.47256259036972e+001dB,8.66628946184460e+001°)
1.74984668862464e+000	(-2.47056934292576e+001dB,8.66552644728642e+001°)
1.75388050184174e+000	(-2.46857612654392e+001dB,8.66476167531326e+001°)
